Policy,BuildingLoss,AppurtenantLoss,ContentLoss,AleLoss,TotalLoss
1,0.000000000000,653523.720447965766,0.000000000000,0.000000000000,653523.720447965766
10,59871710.973503182355,0.000000000000,1442907.435928476905,0.000000000000,61314618.409431659260
100,17756349.470781938853,37569.225782301219,31389.533923633901,0.000000000000,17825308.230487873972
1000,180822295.118889517020,0.000000000000,0.000000000000,0.000000000000,180822295.118889517020
10000,14677221.043809772202,93309.039210354984,0.000000000000,0.000000000000,14770530.083020127187
10001,22309113.748108377700,2481665.942082386312,198342.581509885310,0.000000000000,24989122.271700649322
10002,229081216.210433277971,0.000000000000,0.000000000000,0.000000000000,229081216.210433277971
10003,353153030.540289553028,466957.405149750878,140321.243744065183,0.000000000000,353760309.189183369075
10004,45109492.881241897256,0.000000000000,0.000000000000,0.000000000000,45109492.881241897256
10005,64004282.927762861233,0.000000000000,0.000000000000,0.000000000000,64004282.927762861233
10006,32513479.699594495556,0.000000000000,0.000000000000,0.000000000000,32513479.699594495556
10007,162356562.432177133742,194631.522519961472,0.000000000000,0.000000000000,162551193.954697095207
10008,111275416.799672070993,91050.277248891600,0.000000000000,0.000000000000,111366467.076920962594
10009,91118038.264858457631,0.000000000000,0.000000000000,0.000000000000,91118038.264858457631
1001,979631850.739150229201,587411.880213166839,782987.866883775292,0.000000000000,981002250.486247171299
10010,136364852.281376507875,273995.198571346282,160661.058031508858,0.000000000000,136799508.537979363013
10011,167684948.848985154138,0.000000000000,0.000000000000,0.000000000000,167684948.848985154138
10012,113330543.316047671084,0.000000000000,0.000000000000,0.000000000000,113330543.316047671084
10013,381434527.769658625592,0.000000000000,0.000000000000,0.000000000000,381434527.769658625592
10014,60778921.428221226852,3621.167748473834,0.000000000000,0.000000000000,60782542.595969700687
10015,62777345.163174837220,0.000000000000,0.000000000000,0.000000000000,62777345.163174837220
10016,101158970.766452856034,149671.797390494488,0.000000000000,0.000000000000,101308642.563843350523
10017,100443928.738565751970,45751.785952413563,0.000000000000,0.000000000000,100489680.524518165534
10018,88812255.603810933113,374377.339809286278,0.000000000000,0.000000000000,89186632.943620219390
10019,90668219.353987126611,127937.364963751247,0.000000000000,0.000000000000,90796156.718950877861
1002,175026798.524131383165,0.000000000000,0.000000000000,0.000000000000,175026798.524131383165
10020,86341349.869941684803,36675.503702843766,7330.737391447492,0.000000000000,86385356.111035976057
10021,67591458.806339533752,0.000000000000,0.000000000000,0.000000000000,67591458.806339533752
10022,2386711464.587474785279,0.000000000000,0.000000000000,0.000000000000,2386711464.587474785279
10023,329453056.427073345927,327170.796455230669,550098.560395082994,0.000000000000,330330325.783923659590
10024,127060475.713297624243,201815.042516549620,0.000000000000,0.000000000000,127262290.755814173863
10025,133943950.477641399870,0.000000000000,0.000000000000,0.000000000000,133943950.477641399870
10026,133464987.965055568049,0.000000000000,0.000000000000,0.000000000000,133464987.965055568049
10027,75317878.583498302796,0.000000000000,0.000000000000,0.000000000000,75317878.583498302796
